dteday,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
2018-12-14,4,2018,12,0,4,1,407,6009,6416
2018-12-15,4,2018,12,0,5,1,94,1114,1208
2018-12-16,4,2018,12,0,6,0,173,2190,2363
2018-12-17,4,2018,12,0,0,0,614,7158,7772
2018-12-18,4,2018,12,0,1,1,380,7134,7514
2018-12-19,4,2018,12,0,2,1,399,7067,7466
2018-12-20,4,2018,12,0,3,1,156,4243,4399
2018-12-21,1,2018,12,0,4,1,469,5227,5696
2018-12-22,1,2018,12,0,5,1,602,3108,3710
2018-12-23,1,2018,12,0,6,0,703,2567,3270
2018-12-24,1,2018,12,0,0,0,435,2057,2492
2018-12-25,1,2018,12,1,1,0,548,1196,1744
2018-12-26,1,2018,12,0,2,1,743,3009,3752
2018-12-27,1,2018,12,0,3,1,1150,4280,5430
2018-12-28,1,2018,12,0,4,1,166,1959,2125
2018-12-29,1,2018,12,0,5,1,1756,4252,6008
2018-12-30,1,2018,12,0,6,0,1295,3634,4929
2018-12-31,1,2018,12,0,0,0,229,2172,2401
2019-01-01,1,2019,1,1,1,0,1083,3457,4540
2019-01-02,1,2019,1,0,2,1,660,5907,6567
2019-01-03,1,2019,1,0,3,1,938,6666,7604
2019-01-04,1,2019,1,0,4,1,848,6514,7362
2019-01-05,1,2019,1,0,5,1,701,4405,5106
2019-01-06,1,2019,1,0,6,0,1149,4901,6050
2019-01-07,1,2019,1,0,0,0,236,5980,6216
2019-01-08,1,2019,1,0,1,1,490,7165,7655
2019-01-09,1,2019,1,0,2,1,280,6128,6408
2019-01-10,1,2019,1,0,3,1,176,5386,5562
2019-01-11,1,2019,1,0,4,1,240,5437,5677
2019-01-12,1,2019,1,0,5,1,365,3264,3629
2019-01-13,1,2019,1,0,6,0,41,587,628
2019-01-14,1,2019,1,0,0,0,70,1452,1522
2019-01-15,1,2019,1,0,1,1,105,3674,3779
2019-01-16,1,2019,1,0,2,1,167,4775,4942
2019-01-17,1,2019,1,0,3,1,158,4927,5085
2019-01-18,1,2019,1,0,4,1,396,5336,5732
2019-01-19,1,2019,1,0,5,1,519,3047,3566
2019-01-20,1,2019,1,0,6,0,246,2344,2590
2019-01-21,1,2019,1,1,0,0,53,1539,1592
2019-01-22,1,2019,1,0,1,1,139,4446,4585
2019-01-23,1,2019,1,0,2,1,264,6444,6708
2019-01-24,1,2019,1,0,3,1,82,3794,3876
2019-01-25,1,2019,1,0,4,1,294,5969,6263
2019-01-26,1,2019,1,0,5,1,559,3935,4494
2019-01-27,1,2019,1,0,6,0,551,3949,4500
2019-01-28,1,2019,1,0,0,0,239,6086,6325
2019-01-29,1,2019,1,0,1,1,127,4208,4335
2019-01-30,1,2019,1,0,2,1,78,3942,4020
2019-01-31,1,2019,1,0,3,1,83,3779,3862
2019-02-01,1,2019,2,0,4,1,43,2424,2467
2019-02-02,1,2019,2,0,5,1,367,3053,3420
2019-02-03,1,2019,2,0,6,0,681,4371,5052
2019-02-04,1,2019,2,0,0,0,550,7247,7797
2019-02-05,1,2019,2,0,1,1,743,8470,9213
2019-02-06,1,2019,2,0,2,1,397,6547,6944
2019-02-07,1,2019,2,0,3,1,523,7328,7851
2019-02-08,1,2019,2,0,4,1,417,6234,6651
2019-02-09,1,2019,2,0,5,1,456,3571,4027
2019-02-10,1,2019,2,0,6,0,468,3456,3924
2019-02-11,1,2019,2,0,0,0,72,3172,3244
2019-02-12,1,2019,2,0,1,1,40,2545,2585
2019-02-13,1,2019,2,0,2,1,270,7033,7303
2019-02-14,1,2019,2,0,3,1,406,7046,7452
2019-02-15,1,2019,2,0,4,1,1147,8030,9177
2019-02-16,1,2019,2,0,5,1,1235,4466,5701
2019-02-17,1,2019,2,0,6,0,796,3195,3991
2019-02-18,1,2019,2,1,0,0,639,3950,4589
2019-02-19,1,2019,2,0,1,1,308,6011,6319
2019-02-20,1,2019,2,0,2,1,32,909,941
2019-02-21,1,2019,2,0,3,1,500,6091,6591
2019-02-22,1,2019,2,0,4,1,619,6564,7183
2019-02-23,1,2019,2,0,5,1,242,2512,2754
2019-02-24,1,2019,2,0,6,0,809,4389,5198
2019-02-25,1,2019,2,0,0,0,239,5683,5922
2019-02-26,1,2019,2,0,1,1,391,7169,7560
2019-02-27,1,2019,2,0,2,1,270,6561,6831
2019-02-28,1,2019,2,0,3,1,433,7010,7443
2019-03-01,1,2019,3,0,4,1,197,3872,4069
2019-03-02,1,2019,3,0,5,1,981,4390,5371
2019-03-03,1,2019,3,0,6,0,234,2075,2309
2019-03-04,1,2019,3,0,0,0,365,5900,6265
2019-03-05,1,2019,3,0,1,1,463,6297,6760
2019-03-06,1,2019,3,0,2,1,190,5347,5537
2019-03-07,1,2019,3,0,3,1,381,6248,6629
2019-03-08,1,2019,3,0,4,1,251,4444,4695
2019-03-09,1,2019,3,0,5,1,1015,4591,5606
2019-03-10,1,2019,3,0,6,0,1533,4997,6530
2019-03-11,1,2019,3,0,0,0,1088,8527,9615
2019-03-12,1,2019,3,0,1,1,748,8187,8935
2019-03-13,1,2019,3,0,2,1,976,8230,9206
2019-03-14,1,2019,3,0,3,1,1823,9755,11578
2019-03-15,1,2019,3,0,4,1,1886,9787,11673
2019-03-16,1,2019,3,0,5,1,2109,6619,8728
2019-03-17,1,2019,3,0,6,0,1868,5792,7660
2019-03-18,1,2019,3,0,0,0,608,7411,8019
2019-03-19,1,2019,3,0,1,1,848,8623,9471
2019-03-20,1,2019,3,0,2,1,896,9094,9990
2019-03-21,2,2019,3,0,3,1,50,2003,2053
2019-03-22,2,2019,3,0,4,1,460,6430,6890
2019-03-23,2,2019,3,0,5,1,1737,5935,7672
2019-03-24,2,2019,3,0,6,0,3025,7858,10883
2019-03-25,2,2019,3,0,0,0,877,8046,8923
2019-03-26,2,2019,3,0,1,1,835,8434,9269
2019-03-27,2,2019,3,0,2,1,931,8871,9802
2019-03-28,2,2019,3,0,3,1,1409,10069,11478
2019-03-29,2,2019,3,0,4,1,1988,10724,12712
2019-03-30,2,2019,3,0,5,1,5784,12127,17911
2019-03-31,2,2019,3,0,6,0,1598,5974,7572
2019-04-01,2,2019,4,0,0,0,826,8039,8865
2019-04-02,2,2019,4,0,1,1,576,7319,7895
2019-04-03,2,2019,4,0,2,1,1888,11254,13142
2019-04-04,2,2019,4,0,3,1,2108,11135,13243
2019-04-05,2,2019,4,0,4,1,537,5371,5908
2019-04-06,2,2019,4,0,5,1,6121,12225,18346
2019-04-07,2,2019,4,0,6,0,4507,10390,14897
2019-04-08,2,2019,4,0,0,0,1390,9565,10955
2019-04-09,2,2019,4,0,1,1,1473,11552,13025
2019-04-10,2,2019,4,0,2,1,1345,11376,12721
2019-04-11,2,2019,4,0,3,1,1153,10699,11852
2019-04-12,2,2019,4,0,4,1,929,8699,9628
2019-04-13,2,2019,4,0,5,1,4204,10414,14618
2019-04-14,2,2019,4,0,6,0,2797,7116,9913
2019-04-15,2,2019,4,0,0,0,1085,7186,8271
2019-04-16,2,2019,4,0,1,1,1863,10035,11898
2019-04-17,2,2019,4,0,2,1,1888,10559,12447
2019-04-18,2,2019,4,0,3,1,2279,10673,12952
2019-04-19,2,2019,4,0,4,1,1308,7064,8372
2019-04-20,2,2019,4,0,5,1,4784,9530,14314
2019-04-21,2,2019,4,0,6,0,3401,7595,10996
2019-04-22,2,2019,4,0,0,0,1736,10473,12209
2019-04-23,2,2019,4,0,1,1,1588,11655,13243
2019-04-24,2,2019,4,0,2,1,1544,11690,13234
2019-04-25,2,2019,4,0,3,1,1711,10628,12339
2019-04-26,2,2019,4,0,4,1,930,7878,8808
2019-04-27,2,2019,4,0,5,1,3189,8863,12052
2019-04-28,2,2019,4,0,6,0,2381,7495,9876
2019-04-29,2,2019,4,0,0,0,1137,9035,10172
2019-04-30,2,2019,4,0,1,1,1166,10635,11801
2019-05-01,2,2019,5,0,2,1,1245,10696,11941
2019-05-02,2,2019,5,0,3,1,1125,8769,9894
2019-05-03,2,2019,5,0,4,1,1718,10746,12464
2019-05-04,2,2019,5,0,5,1,2678,8356,11034
2019-05-05,2,2019,5,0,6,0,318,2371,2689
2019-05-06,2,2019,5,0,0,0,1359,10343,11702
2019-05-07,2,2019,5,0,1,1,1382,10900,12282
2019-05-08,2,2019,5,0,2,1,1234,10385,11619
2019-05-09,2,2019,5,0,3,1,1039,10400,11439
2019-05-10,2,2019,5,0,4,1,1236,9341,10577
2019-05-11,2,2019,5,0,5,1,1809,6428,8237
2019-05-12,2,2019,5,0,6,0,445,2864,3309
2019-05-13,2,2019,5,0,0,0,568,6038,6606
2019-05-14,2,2019,5,0,1,1,1069,9857,10926
2019-05-15,2,2019,5,0,2,1,1372,10956,12328
2019-05-16,2,2019,5,0,3,1,1604,10643,12247
2019-05-17,2,2019,5,0,4,1,2051,11491,13542
2019-05-18,2,2019,5,0,5,1,3465,9391,12856
2019-05-19,2,2019,5,0,6,0,2868,8447,11315
2019-05-20,2,2019,5,0,0,0,1530,9958,11488
2019-05-21,2,2019,5,0,1,1,1381,11429,12810
2019-05-22,2,2019,5,0,2,1,1383,11318,12701
2019-05-23,2,2019,5,0,3,1,1154,10208,11362
2019-05-24,2,2019,5,0,4,1,1887,10675,12562
2019-05-25,2,2019,5,0,5,1,3615,8256,11871
2019-05-26,2,2019,5,0,6,0,3609,7655,11264
2019-05-27,2,2019,5,1,0,0,3227,8032,11259
2019-05-28,2,2019,5,0,1,1,1264,8752,10016
2019-05-29,2,2019,5,0,2,1,1207,10794,12001
2019-05-30,2,2019,5,0,3,1,993,9541,10534
2019-05-31,2,2019,5,0,4,1,1790,11039,12829
2019-06-01,2,2019,6,0,5,1,3105,9127,12232
2019-06-02,2,2019,6,0,6,0,2369,7460,9829
2019-06-03,2,2019,6,0,0,0,1730,11016,12746
2019-06-04,2,2019,6,0,1,1,1633,11977,13610
2019-06-05,2,2019,6,0,2,1,1265,11113,12378
2019-06-06,2,2019,6,0,3,1,1393,11216,12609
2019-06-07,2,2019,6,0,4,1,1903,11647,13550
2019-06-08,2,2019,6,0,5,1,3380,10351,13731
2019-06-09,2,2019,6,0,6,0,1195,4988,6183
2019-06-10,2,2019,6,0,0,0,747,7594,8341
2019-06-11,2,2019,6,0,1,1,1538,11443,12981
2019-06-12,2,2019,6,0,2,1,1450,11171,12621
2019-06-13,2,2019,6,0,3,1,838,8651,9489
2019-06-14,2,2019,6,0,4,1,2035,11613,13648
2019-06-15,2,2019,6,0,5,1,3098,9736,12834
2019-06-16,2,2019,6,0,6,0,2427,7912,10339
2019-06-17,2,2019,6,0,0,0,1039,8983,10022
2019-06-18,2,2019,6,0,1,1,851,8761,9612
2019-06-19,2,2019,6,0,2,1,1303,10936,12239
2019-06-20,2,2019,6,0,3,1,1246,10113,11359
2019-06-21,3,2019,6,0,4,1,2127,11322,13449
2019-06-22,3,2019,6,0,5,1,3532,10292,13824
2019-06-23,3,2019,6,0,6,0,2858,9137,11995
2019-06-24,3,2019,6,0,0,0,1394,9536,10930
2019-06-25,3,2019,6,0,1,1,1350,10984,12334
2019-06-26,3,2019,6,0,2,1,1353,11228,12581
2019-06-27,3,2019,6,0,3,1,1169,10109,11278
2019-06-28,3,2019,6,0,4,1,1638,10292,11930
2019-06-29,3,2019,6,0,5,1,2425,8413,10838
2019-06-30,3,2019,6,0,6,0,2374,8258,10632
2019-07-01,3,2019,7,0,0,0,1532,10854,12386
2019-07-02,3,2019,7,0,1,1,1227,9550,10777
2019-07-03,3,2019,7,0,2,1,1649,10929,12578
2019-07-04,3,2019,7,1,3,0,2865,7469,10334
2019-07-05,3,2019,7,0,4,1,2878,9268,12146
2019-07-06,3,2019,7,0,5,1,2649,7523,10172
2019-07-07,3,2019,7,0,6,0,2199,7849,10048
2019-07-08,3,2019,7,0,0,0,868,7550,8418
2019-07-09,3,2019,7,0,1,1,1383,11589,12972
2019-07-10,3,2019,7,0,2,1,1345,11284,12629
2019-07-11,3,2019,7,0,3,1,776,7892,8668
2019-07-12,3,2019,7,0,4,1,1863,11481,13344
2019-07-13,3,2019,7,0,5,1,2960,9987,12947
2019-07-14,3,2019,7,0,6,0,2441,8447,10888
2019-07-15,3,2019,7,0,0,0,1603,10665,12268
2019-07-16,3,2019,7,0,1,1,1370,10761,12131
2019-07-17,3,2019,7,0,2,1,1000,9296,10296
2019-07-18,3,2019,7,0,3,1,1621,10912,12533
2019-07-19,3,2019,7,0,4,1,1681,10393,12074
2019-07-20,3,2019,7,0,5,1,2295,8156,10451
2019-07-21,3,2019,7,0,6,0,1579,6475,8054
2019-07-22,3,2019,7,0,0,0,1022,9638,10660
2019-07-23,3,2019,7,0,1,1,1072,8671,9743
2019-07-24,3,2019,7,0,2,1,1413,10961,12374
2019-07-25,3,2019,7,0,3,1,1605,11776,13381
2019-07-26,3,2019,7,0,4,1,1986,11554,13540
2019-07-27,3,2019,7,0,5,1,3145,9934,13079
2019-07-28,3,2019,7,0,6,0,2341,8688,11029
2019-07-29,3,2019,7,0,0,0,1467,10685,12152
2019-07-30,3,2019,7,0,1,1,1369,11086,12455
2019-07-31,3,2019,7,0,2,1,1287,10831,12118
2019-08-01,3,2019,8,0,3,1,1503,11319,12822
2019-08-02,3,2019,8,0,4,1,1623,10644,12267
2019-08-03,3,2019,8,0,5,1,2728,9189,11917
2019-08-04,3,2019,8,0,6,0,2508,8830,11338
2019-08-05,3,2019,8,0,0,0,1456,10506,11962
2019-08-06,3,2019,8,0,1,1,1334,10743,12077
2019-08-07,3,2019,8,0,2,1,1257,10102,11359
2019-08-08,3,2019,8,0,3,1,1516,11267,12783
2019-08-09,3,2019,8,0,4,1,1840,11083,12923
2019-08-10,3,2019,8,0,5,1,3094,9617,12711
2019-08-11,3,2019,8,0,6,0,2698,9168,11866
2019-08-12,3,2019,8,0,0,0,1662,10353,12015
2019-08-13,3,2019,8,0,1,1,1071,10221,11292
2019-08-14,3,2019,8,0,2,1,1424,10934,12358
2019-08-15,3,2019,8,0,3,1,1157,9815,10972
2019-08-16,3,2019,8,0,4,1,1599,10710,12309
2019-08-17,3,2019,8,0,5,1,2609,8395,11004
2019-08-18,3,2019,8,0,6,0,1816,7776,9592
2019-08-19,3,2019,8,0,0,0,1095,9450,10545
2019-08-20,3,2019,8,0,1,1,710,8180,8890
2019-08-21,3,2019,8,0,2,1,1091,10577,11668
2019-08-22,3,2019,8,0,3,1,1154,10568,11722
2019-08-23,3,2019,8,0,4,1,732,7444,8176
2019-08-24,3,2019,8,0,5,1,2517,9999,12516
2019-08-25,3,2019,8,0,6,0,2334,9210,11544
2019-08-26,3,2019,8,0,0,0,1182,10503,11685
2019-08-27,3,2019,8,0,1,1,1035,11195,12230
2019-08-28,3,2019,8,0,2,1,1006,10389,11395
2019-08-29,3,2019,8,0,3,1,1318,11386,12704
2019-08-30,3,2019,8,0,4,1,1477,10657,12134
2019-08-31,3,2019,8,0,5,1,2731,8537,11268
2019-09-01,3,2019,9,0,6,0,3070,8935,12005
2019-09-02,3,2019,9,1,0,0,1825,7257,9082
2019-09-03,3,2019,9,0,1,1,997,10875,11872
2019-09-04,3,2019,9,0,2,1,870,10875,11745
2019-09-05,3,2019,9,0,3,1,1028,11530,12558
2019-09-06,3,2019,9,0,4,1,1236,11265,12501
2019-09-07,3,2019,9,0,5,1,2290,10202,12492
2019-09-08,3,2019,9,0,6,0,1981,8755,10736
2019-09-09,3,2019,9,0,0,0,1001,10891,11892
2019-09-10,3,2019,9,0,1,1,987,11552,12539
2019-09-11,3,2019,9,0,2,1,902,10559,11461
2019-09-12,3,2019,9,0,3,1,919,10976,11895
2019-09-13,3,2019,9,0,4,1,1155,11342,12497
2019-09-14,3,2019,9,0,5,1,2231,9722,11953
2019-09-15,3,2019,9,0,6,0,1996,8943,10939
2019-09-16,3,2019,9,0,0,0,948,10766,11714
2019-09-17,3,2019,9,0,1,1,907,11455,12362
2019-09-18,3,2019,9,0,2,1,1032,11855,12887
2019-09-19,3,2019,9,0,3,1,1051,12256,13307
2019-09-20,3,2019,9,0,4,1,1623,12243,13866
2019-09-21,3,2019,9,0,5,1,2602,10629,13231
2019-09-22,3,2019,9,0,6,0,2023,9031,11054
2019-09-23,4,2019,9,0,0,0,955,10637,11592
2019-09-24,4,2019,9,0,1,1,1138,11977,13115
2019-09-25,4,2019,9,0,2,1,1062,11902,12964
2019-09-26,4,2019,9,0,3,1,1173,11795,12968
2019-09-27,4,2019,9,0,4,1,1349,11780,13129
2019-09-28,4,2019,9,0,5,1,2115,9648,11763
2019-09-29,4,2019,9,0,6,0,2014,8616,10630
2019-09-30,4,2019,9,0,0,0,499,8977,9476
2019-10-01,4,2019,10,0,1,1,869,11831,12700
2019-10-02,4,2019,10,0,2,1,827,11110,11937
2019-10-03,4,2019,10,0,3,1,996,11579,12575
2019-10-04,4,2019,10,0,4,1,1303,11879,13182
2019-10-05,4,2019,10,0,5,1,1956,10371,12327
2019-10-06,4,2019,10,0,6,0,1573,8495,10068
2019-10-07,4,2019,10,0,0,0,1118,11564,12682
2019-10-08,4,2019,10,0,1,1,732,11275,12007
2019-10-09,4,2019,10,0,2,1,924,11348,12272
2019-10-10,4,2019,10,0,3,1,1050,11534,12584
2019-10-11,4,2019,10,0,4,1,1450,11326,12776
2019-10-12,4,2019,10,0,5,1,2644,9011,11655
2019-10-13,4,2019,10,0,6,0,1977,7622,9599
2019-10-14,4,2019,10,1,0,0,1617,9656,11273
2019-10-15,4,2019,10,0,1,1,1063,11443,12506
2019-10-16,4,2019,10,0,2,1,321,7510,7831
2019-10-17,4,2019,10,0,3,1,632,9782,10414
2019-10-18,4,2019,10,0,4,1,1258,10117,11375
2019-10-19,4,2019,10,0,5,1,1980,8466,10446
2019-10-20,4,2019,10,0,6,0,139,1396,1535
2019-10-21,4,2019,10,0,0,0,980,10418,11398
2019-10-22,4,2019,10,0,1,1,285,7108,7393
2019-10-23,4,2019,10,0,2,1,860,11275,12135
2019-10-24,4,2019,10,0,3,1,979,11238,12217
2019-10-25,4,2019,10,0,4,1,1352,11229,12581
2019-10-26,4,2019,10,0,5,1,1866,9201,11067
2019-10-27,4,2019,10,0,6,0,1205,6358,7563
2019-10-28,4,2019,10,0,0,0,885,10697,11582
2019-10-29,4,2019,10,0,1,1,741,10916,11657
2019-10-30,4,2019,10,0,2,1,575,8915,9490
2019-10-31,4,2019,10,0,3,1,347,8378,8725
2019-10-01,4,2019,10,0,1,1,869,11831,12700
2019-10-02,4,2019,10,0,2,1,827,11110,11937
2019-10-03,4,2019,10,0,3,1,996,11579,12575
2019-10-04,4,2019,10,0,4,1,1303,11879,13182
2019-10-05,4,2019,10,0,5,1,1956,10371,12327
2019-10-06,4,2019,10,0,6,0,1573,8495,10068
2019-10-07,4,2019,10,0,0,0,1118,11564,12682
2019-10-08,4,2019,10,0,1,1,732,11275,12007
2019-10-09,4,2019,10,0,2,1,924,11348,12272
2019-10-10,4,2019,10,0,3,1,1050,11534,12584
2019-10-11,4,2019,10,0,4,1,1450,11326,12776
2019-10-12,4,2019,10,0,5,1,2644,9011,11655
2019-10-13,4,2019,10,0,6,0,1977,7622,9599
2019-10-14,4,2019,10,1,0,0,1617,9656,11273
2019-10-15,4,2019,10,0,1,1,1063,11443,12506
2019-10-16,4,2019,10,0,2,1,321,7510,7831
2019-10-17,4,2019,10,0,3,1,632,9782,10414
2019-10-18,4,2019,10,0,4,1,1258,10117,11375
2019-10-19,4,2019,10,0,5,1,1980,8466,10446
2019-10-20,4,2019,10,0,6,0,139,1396,1535
2019-10-21,4,2019,10,0,0,0,980,10418,11398
2019-10-22,4,2019,10,0,1,1,285,7108,7393
2019-10-23,4,2019,10,0,2,1,860,11275,12135
2019-10-24,4,2019,10,0,3,1,979,11238,12217
2019-10-25,4,2019,10,0,4,1,1352,11229,12581
2019-10-26,4,2019,10,0,5,1,1866,9201,11067
2019-10-27,4,2019,10,0,6,0,1205,6358,7563
2019-10-28,4,2019,10,0,0,0,885,10697,11582
2019-10-29,4,2019,10,0,1,1,741,10916,11657
2019-10-30,4,2019,10,0,2,1,575,8915,9490
2019-10-31,4,2019,10,0,3,1,347,8378,8725
2019-11-01,4,2019,11,0,4,1,755,9146,9901
2019-11-02,4,2019,11,0,5,1,1687,8336,10023
2019-11-03,4,2019,11,0,6,0,1052,6593,7645
2019-11-04,4,2019,11,0,0,0,681,9195,9876
2019-11-05,4,2019,11,0,1,1,603,10029,10632
2019-11-06,4,2019,11,0,2,1,655,10015,10670
2019-11-07,4,2019,11,0,3,1,539,7782,8321
2019-11-08,4,2019,11,0,4,1,461,7782,8243
2019-11-09,4,2019,11,0,5,1,763,5245,6008
2019-11-10,4,2019,11,0,6,0,1115,6157,7272
2019-11-11,4,2019,11,1,0,0,813,8031,8844
2019-11-12,4,2019,11,0,1,1,132,6168,6300
2019-11-13,4,2019,11,0,2,1,162,6812,6974
2019-11-14,4,2019,11,0,3,1,183,7493,7676
2019-11-15,4,2019,11,0,4,1,428,7928,8356
2019-11-16,4,2019,11,0,5,1,698,5188,5886
2019-11-17,4,2019,11,0,6,0,402,4337,4739
2019-11-18,4,2019,11,0,0,0,230,7204,7434
2019-11-19,4,2019,11,0,1,1,337,8851,9188
2019-11-20,4,2019,11,0,2,1,359,8725,9084
2019-11-21,4,2019,11,0,3,1,314,8843,9157
2019-11-22,4,2019,11,0,4,1,300,7219,7519
2019-11-23,4,2019,11,0,5,1,507,4223,4730
2019-11-24,4,2019,11,0,6,0,447,4344,4791
2019-11-25,4,2019,11,0,0,0,442,7929,8371
2019-11-26,4,2019,11,0,1,1,789,8315,9104
2019-11-27,4,2019,11,0,2,1,462,5788,6250
2019-11-28,4,2019,11,1,3,0,389,1807,2196
2019-11-29,4,2019,11,0,4,1,772,3518,4290
2019-11-30,4,2019,11,0,5,1,576,3456,4032
2019-12-01,4,2019,12,0,6,0,81,1485,1566
2019-12-02,4,2019,12,0,0,0,125,6131,6256
2019-12-03,4,2019,12,0,1,1,203,7920,8123
2019-12-04,4,2019,12,0,2,1,185,7741,7926
2019-12-05,4,2019,12,0,3,1,244,8182,8426
2019-12-06,4,2019,12,0,4,1,385,7950,8335
2019-12-07,4,2019,12,0,5,1,572,5471,6043
2019-12-08,4,2019,12,0,6,0,419,4941,5360
2019-12-09,4,2019,12,0,0,0,64,4818,4882
2019-12-10,4,2019,12,0,1,1,156,6086,6242
2019-12-11,4,2019,12,0,2,1,198,6968,7166
2019-12-12,4,2019,12,0,3,1,240,7072,7312
2019-12-13,4,2019,12,0,4,1,77,4547,4624
2019-12-14,4,2019,12,0,5,1,198,3744,3942
2019-12-15,4,2019,12,0,6,0,497,4823,5320
2019-12-16,4,2019,12,0,0,0,65,3120,3185
2019-12-17,4,2019,12,0,1,1,113,5636,5749
2019-12-18,4,2019,12,0,2,1,139,6594,6733
2019-12-19,4,2019,12,0,3,1,122,5284,5406
2019-12-20,4,2019,12,0,4,1,265,5428,5693
2019-12-21,1,2019,12,0,5,1,242,3089,3331
2019-12-22,1,2019,12,0,6,0,305,2940,3245
2019-12-23,1,2019,12,0,0,0,316,4210,4526
2019-12-24,1,2019,12,0,1,1,326,2611,2937
2019-12-25,1,2019,12,1,2,0,550,1455,2005
2019-12-26,1,2019,12,0,3,1,696,3077,3773
2019-12-27,1,2019,12,0,4,1,939,3977,4916
2019-12-28,1,2019,12,0,5,1,1732,4550,6282
2019-12-29,1,2019,12,0,6,0,211,1198,1409
2019-12-30,1,2019,12,0,0,0,724,4695,5419
2019-12-31,1,2019,12,0,1,1,650,5096,5746
